Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)
"   1/2 x 100г, 50 g"
 Dinner,811,30.75,,102,,,31.5,,,345
  Рублевский МПЗ Сосиски Сливочные,316,28.5,,0,,,15,,,
"   1 1/2 x 100г, 150 g"
  Макфа Крупа Пшеничная,495,2.25,,102,,,16.5,,,345
"   1 1/2 x 100г, 150 g"
 Snacks/Other,,,,,,,,,,

"Friday, January 15, 2021",2102,87.63,4.3,314.52,2,24,92.66,2,,716
 Breakfast,501,21.05,4.15,66.25,0.5,6,12.18,0.5,,179
  Ikea Каша Манная ,420,16.8,,54.7,,,11.6,,,
"   1 порция, 250 g"
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
  Киприно Масло Сливочное 82%,37,4.1,4.1,0.05,,,0.03,,,
   5 g
 Lunch,387,13.65,0.1,54.3,1,12,13.6,1,,358
  У Палыча Щи Русские,203,12.6,,13.3,,,8.75,,,
"   3 1/2 x 100г, 350 g"
  Хлебозавод 22 Хлеб Ржаной,95,0.75,,18,,,3.75,,,
"   1/2 x 100г, 50 g"
  Пятерочка Банан,89,0.3,0.1,23,1,12,1.1,1,,358
"   100г, 100 g"
 Dinner,376,22.62,,85.93,,,31.72,,,
  Алтайская Сказка Гречка Вареная,134,4.29,,82.03,,,16.38,,,
   130 g
  Нам Ням Гуляш Говяжий,242,18.33,,3.9,,,15.34,,,
   130 g
 Snacks/Other,838,30.31,0.05,108.04,0.5,6,35.16,0.5,,179
  Славмо Творог Обезжиренный,95,0,,3.3,,0,18,,,
"   100г, 100 g"
"  Активиа Йогурт 1,5%",32,0.75,,3.75,,,2.65,,,
"   1/2 x 100г, 50 g"
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
  Размешайка Шарлотка,345,0.56,,81.39,,,4.66,,,
"   100г, 100 g"
  Миндаль Миндаль,322,28.85,,8.1,,,9.3,,,
"   1/2 x 100г, 50 g"

"Saturday, January 16, 2021",2358,81.32,,402,,,94.06,,,
 Breakfast,747,26.9,,91.93,,,25.54,,,
  Ikea Каша Манная ,420,16.8,,54.7,,,11.6,,,
"   1 порция, 250 g"
  Ikea Блин с Творогом,286,9.6,,30.4,,,13.4,,,
"   2 x 1 блин, 190 g"
  SPAR Безе,41,0.5,,6.83,,,0.54,,,
   10 g
 Lunch,1033,35.47,,146.22,,,31.62,,,
  Ашан Борщ Говядина,365,16.5,,37.5,,,16.5,,,
"   5 x 100г, 500 g"
  Хлебозавод 22 Хлеб Ржаной,142,1.12,,27,,,5.62,,,
"   3/4 x 100г, 75 g"
  Размешайка Шарлотка,242,0.39,,56.97,,,3.26,,,
   70 g
  Termer Финики,91,0.15,,19.89,,,0.66,,,
   30 g
  Миндаль Миндаль,193,17.31,,4.86,,,5.58,,,
   30 g
 Dinner,366,18.95,,96.65,,,34.9,,,
  Алтайская Сказка Гречка Вареная,154,4.95,,94.65,,,18.9,,,
"   1 1/2 x 100г, 150 g"
  Виктория Гуляш Говядина,212,14,,2,,,16,,,
"   100г, 100 g"
 Snacks/Other,212,0,,67.2,,,2,,,
  Седьмой континент Хурма,212,0,,67.2,,,2,,,
"   4 x 100г, 400 g"

"Sunday, January 17, 2021",1001,57.01,0.05,97.38,1.25,6,24.91,0.5,,179
 Breakfast,1001,57.01,0.05,97.38,1.25,6,24.91,0.5,,179
  Ikea Каша Манная ,630,25.2,,82.05,,,17.4,,,
"   1 1/2 x 1 порция, 375 g"
  Фундук Фундук,246,23.41,,3.46,,,5.63,,,
   35 g
  Excess Free Халва,81,8.25,,0.37,0.75,,1.33,,,
   15 g
  Пятерочка Банан,44,0.15,0.05,11.5,0.5,6,0.55,0.5,,179
"   1/2 x 100г, 50 g"
 Lunch,,,,,,,,,,
 Dinner,,,,,,,,,,
 Snacks/Other,,,,,,,,,,

"Monday, January 18, 2021",2088,70.25,,383.93,,,90.13,,,
 Breakfast,985,26.14,,160.23,,,23.36,,,
  Ikea Каша Манная ,546,21.84,,71.11,,,15.08,,,
   325 g
  Grow Food  Шарлотка,317,4.1,,62.6,,,7.4,,,
"   1 порция, 150 g"
  Termer Финики,122,0.2,,26.52,,,0.88,,,
   40 g
 Lunch,699,31.51,,149.6,,,32.27,,,
  Алтайская Сказка Гречка Вареная,103,3.3,,63.1,,,12.6,,,
"   100г, 100 g"
  Burger Heroes Говяжья Котлета,207,17.71,,0,,,12.17,,,
   78 g
  Черкизово Сосиска Молочная,124,10.5,,2.5,,,5,,,
"   1/2 x 100г, 50 g"
  Седьмой континент Хурма,265,0,,84,,,2.5,,,
"   5 x 100г, 500 g"
 Dinner,404,12.6,,74.1,,,34.5,,,
  Алтайская Сказка Гречка Вареная,103,3.3,,63.1,,,12.6,,,
"   100г, 100 g"
  Ашан Яичница Глазунья,241,9.3,,1,,,15.9,,,
"   100г, 100 g"
  6 Соток Горошек Консервированный,60,0,,10,,,6,,,
"   2 x 100г, 200 g"
 Snacks/Other,,,,,,,,,,

"Tuesday, January 19, 2021",2322,84.8,,282.08,11.07,5,116.38,,,
 Breakfast,570,9,,99,,,15,,,
  Макси Блины,570,9,,99,,,15,,,
"   3 x 100г, 300 g"
 Lunch,512,9.43,,76.5,7.5,2.9,26.63,,,
  La Molisana Макароны Твердых Сортов,343,2.5,,62.5,,2.9,14,,,
"   100г, 100 g"
  Зимовье Фасоль Стручковая,88,0.75,,14,7.5,,6.25,,,
"   2 1/2 x 100г, 250 g"
  Монастырский Двор Сыр,81,6.18,,0,,0,6.38,,,
"   1/4 x 100г, 25 g"
 Dinner,788,58.31,,15.67,3,,53.01,,,
  Ашан Окорочка Куриные,161,10.65,,0.11,,,16.41,,,
"   100г, 100 g"
  Зимовье Фасоль Стручковая,35,0.3,,5.6,3,,2.5,,,
"   100г, 100 g"
  Приосколье Бедро Куриное,306,24,,0,,,25.5,,,
"   1 1/2 x 100г, 150 g"
  ВкусВилл Йогурт Термостатный с Гранолой,77,4.16,,5.85,,,4.16,,,
   130 g
  Good Food Грецкий Орех,209,19.2,,4.11,,,4.44,,,
   30 g
 Snacks/Other,452,8.06,,90.91,0.57,2.1,21.74,,,
  Славмо Творог Обезжиренный,95,0,,3.3,,0,18,,,
"   100г, 100 g"
  Латона Сметана 20%,82,8,,1.36,,,1,,,
   40 g
  Седьмой континент Хурма,265,0,,84,,,2.5,,,
"   5 x 100г, 500 g"
  Магнит Мандарин,10,0.06,,2.25,0.57,2.1,0.24,,,
   30 g

"Wednesday, January 20, 2021",2480,95.95,,280.38,3,21.35,124.52,8.4,,267.6
 Breakfast,460,19.62,,45.88,,18.45,25.87,,,
  Окское Яйцо,220,16.1,,0.98,,,17.78,,,
"   2 x 1 штука, 140 g"
  Избенка Мусс Творожный Двухслойный Манго и Маракуйя,147,3.45,,22.65,,18.45,6.3,,,
"   1 1/2 x 100г, 150 g"
  Премия Курага,70,0,,16.5,,,1.56,,,
   30 g
  Viva Nut Чернослив,23,0.07,,5.75,,,0.23,,,
   10 g
 Lunch,1234,41.53,,166.4,,0,48.15,8.4,,267.6
  Здороведа Рис Бурый,397,5.28,,78.12,,0,7.56,8.4,,267.6
   120 g
  Зеленая Точка Куриный Окорок,231,12.16,,5.44,,,24.8,,,
   160 g
  ВкусВилл Хлеб Бородинский Бездрожжевой,258,4.68,,44.98,,,9.1,,,
   130 g
  Премия Курага,70,0,,16.5,,,1.56,,,
   30 g
  Viva Nut Чернослив,69,0.21,,17.25,,,0.69,,,
   30 g
  Good Food Грецкий Орех,209,19.2,,4.11,,,4.44,,,
   30 g
 Dinner,786,34.8,,68.1,3,2.9,50.5,,,
  Приосколье Бедро Куриное,408,32,,0,,,34,,,
"   2 x 100г, 200 g"
  La Molisana Макароны Твердых Сортов,343,2.5,,62.5,,2.9,14,,,
"   100г, 100 g"
  Зимовье Фасоль Стручковая,35,0.3,,5.6,3,,2.5,,,
"   100г, 100 g"
 Snacks/Other,,,,,,,,,,

"Thursday, January 21, 2021",2750,90.94,,387.16,4.5,,95.45,,,
 Breakfast,990,25.8,,153.7,,,26.6,,,
  Макси Блины,570,9,,99,,,15,,,
"   3 x 100г, 300 g"
  Ikea Каша Манная ,420,16.8,,54.7,,,11.6,,,
"   1 порция, 250 g"
 Lunch,548,27.45,,41.4,4.5,,34.25,,,
  Приосколье Бедро Куриное,306,24,,0,,,25.5,,,
"   1 1/2 x 100г, 150 g"
  Зимовье Фасоль Стручковая,52,0.45,,8.4,4.5,,3.75,,,
"   1 1/2 x 100г, 150 g"
  Макси Блины,190,3,,33,,,5,,,
"   100г, 100 g"
 Dinner,1212,37.69,,192.06,,,34.6,,,
  Табрис Рис Вареный,524,7.74,,103.86,,,9.72,,,
   180 g
  Михайловский Бройлер Филе Куриное,65,1.5,,0,,,12.78,,,
   60 g
  Седьмой континент Хурма,80,0,,25.2,,,0.75,,,
"   1 1/2 x 100г, 150 g"
  Viva Nut Чернослив,116,0.35,,28.75,,,1.15,,,
"   1/2 x 100г, 50 g"
  Премия Курага,117,0,,27.5,,,2.6,,,
"   1/2 x 100г, 50 g"
  Крепкий Орешек Грецкий Орех,310,28.1,,6.75,,,7.6,,,
"   1/2 x 100г, 50 g"
 Snacks/Other,,,,,,,,,,

"Friday, January 22, 2021",2279,111.23,16.12,327.86,,8.09,135.56,,,
 Breakfast,794,42.6,11.8,64,,6.9,38.6,,,
  ВкусВилл Чиабатта с Курицей,568,32.4,5.2,49.6,,4.8,19.4,,,
"   2 x 100г, 200 g"
  ВкусВилл Йогурт Греческий Фруктовый Манго-Маракуйя ,226,10.2,6.6,14.4,,2.1,19.2,,,
"   3 x 100г, 300 g"
 Lunch,920,35.25,4.32,175.46,,1.19,61.22,,,
  Амур Бройлер Бедро Куриное ,210,12,,0,,,27,,,
"   1 1/2 x 100г, 150 g"
  Алтайская Сказка Гречка Вареная,154,4.95,,94.65,,,18.9,,,
"   1 1/2 x 100г, 150 g"
  Хлеб Насущный Хлеб Ржаной Бездрожжевой,68,0.31,,12.95,,,3.29,,,
   35 g
  Heidi Шоколад 85%,68,4.99,4.32,3.86,,1.19,1.03,,,
   10 g
  Магнит Мюсли Запечённые с Орехом ,420,13,,64,,0,11,,,
"   100г, 100 g"
 Dinner,565,33.38,,88.4,,,35.74,,,
  Алтайская Сказка Гречка Вареная,103,3.3,,63.1,,,12.6,,,
"   100г, 100 g"
  Зеленая Точка Куриный Окорок,144,7.6,,3.4,,,15.5,,,
"   100г, 100 g"
  Премия Курага,70,0,,16.5,,,1.56,,,
   30 g
  Крепкий Орешек Грецкий Орех,248,22.48,,5.4,,,6.08,,,
   40 g
 Snacks/Other,,,,,,,,,,

"Saturday, January 23, 2021",2711,106.3,,339.63,,,100.21,,,
 Breakfast,360,28.95,,9.3,,,15.45,,,
  Самбери Омлет,201,13.95,,4.8,,,13.95,,,
"   1 1/2 x 100г, 150 g"
  Авокадо Авокадо,159,15,,4.5,,,1.5,,,
"   3/4 x 100г, 75 g"
 Lunch,1549,56.55,,194.13,,,56.61,,,
  Лента Хинкали с Мясом Кур,855,22.5,,121.5,,,36,,,
"   4 1/2 x 100г, 450 g"
  Правда Кофе РАФ ,334,25.05,,20.13,,,7.11,,,
"   3 x 100мл, 300 ml"
  Хинкальная  Хинкали с Сыром,360,9,,52.5,,,13.5,,,
"   1 1/2 x 100г, 150 g"
 Dinner,802,20.8,,136.2,,,28.15,,,
  Приосколье Бедро Куриное,204,16,,0,,,17,,,
"   100г, 100 g"
  Табрис Рис Вареный,291,4.3,,57.7,,,5.4,,,
"   100г, 100 g"
  Седьмой континент Хурма,132,0,,42,,,1.25,,,
"   2 1/2 x 100г, 250 g"
  Магнит Грейпфрут ,175,0.5,,36.5,,,4.5,,,
"   5 x 100г, 500 g"
 Snacks/Other,,,,,,,,,,

"Sunday, January 24, 2021",1409,54.66,,174.13,,,70.75,,,
 Breakfast,900,39.81,,115.94,,,35.16,,,
  Самбери Омлет,268,18.6,,6.4,,,18.6,,,
"   2 x 100г, 200 g"
  Приосколье Бедро Куриное,102,8,,0,,,8.5,,,
"   1/2 x 100г, 50 g"
  Магнит Грейпфрут ,140,0.4,,29.2,,,3.6,,,
"   4 x 100г, 400 g"
  Седьмой континент Хурма,212,0,,67.2,,,2,,,
"   4 x 100г, 400 g"
  Ферреро Роше,178,12.81,,13.14,,,2.46,,,
   30 g
 Lunch,509,14.85,,58.19,,,35.59,,,
  Табрис Рис Вареный,291,4.3,,57.7,,,5.4,,,
"   100г, 100 g"
  Михайловский Бройлер Филе Куриное,108,2.5,,0,,,21.3,,,
"   100г, 100 g"
  Окское Яйцо,110,8.05,,0.49,,,8.89,,,
"   1 штука, 70 g"
 Dinner,,,,,,,,,,
 Snacks/Other,,,,,,,,,,

"Monday, January 25, 2021",2011,98.76,24.86,343.95,1.5,2.88,79.15,0.06,,
 Breakfast,640,20.31,0.36,98.95,1.5,2.88,15.35,0.06,,
  Ikea Каша Манная ,420,16.8,,54.7,,,11.6,,,
"   1 порция, 250 g"
  Премия Курага,70,0,,16.5,,,1.56,,,
   30 g
  Viva Nut Чернослив,69,0.21,,17.25,,,0.69,,,
   30 g
  Ого Мюсли Запечённые с Орехом ,81,3.3,0.36,10.5,1.5,2.88,1.5,0.06,,
   18 g
 Lunch,334,18.35,,95.45,,,31.7,,,
  Алтайская Сказка Гречка Вареная,154,4.95,,94.65,,,18.9,,,
"   1 1/2 x 100г, 150 g"
  Дело Вкуса Яичница из Двух Яиц,180,13.4,,0.8,,,12.8,,,
"   100г, 100 g"
 Dinner,1037,60.1,24.5,149.55,0,0,32.1,0,,
  Rich Пюре Фруктово-Овощное Питьевое,126,0,0,31.5,0,0,0,,,
"   3 x 100мл, 300 ml"
  Хлебзавод 28 Рулетики с Маком,430,23,,48,,,8,,,
"   100г, 100 g"
  ВкусВилл Сало ,240,24.5,24.5,0.5,,,4,,,
"   1/2 x 100г, 50 g"
  Алтайская Сказка Гречка Вареная,103,3.3,,63.1,,,12.6,,,
"   100г, 100 g"
  Велком Карбонад,90,7.5,,0,,,6,,,
"   1/2 x 100г, 50 g"
  Ржаной Край Зерновой Хлеб в Нарезке,48,1.8,0,6.45,0,0,1.5,0,,
   15 g
 Snacks/Other,,,,,,,,,,

"Tuesday, January 26, 2021",2983,140.45,57.2,300.2,1.7,64.96,119.2,25.53,1,
 Breakfast,480,26.7,10.8,37.35,1.02,34.8,21.9,0.32,,
  Marabou Daim,324,18.9,10.8,35.4,1.02,34.8,2.4,0.32,,
   60 g
  Удачный Выбор Творог 6%,156,7.8,,1.95,,,19.5,,,
   130 g
 Lunch,856,37.35,14.7,75.8,,3.48,39.15,,,
  La Molisana Макароны Твердых Сортов,412,3,,75,,3.48,16.8,,,
   120 g
  Велком Карбонад,180,15,,0,,,12,,,
"   100г, 100 g"
  Ашан Яичница Глазунья,120,4.65,,0.5,,,7.95,,,
"   1/2 x 100г, 50 g"
  ВкусВилл Сало ,144,14.7,14.7,0.3,,,2.4,,,
   30 g
 Dinner,1273,68.4,31.7,124.4,0.68,26.68,34.15,0.21,,
  La Molisana Макароны Твердых Сортов,412,3,,75,,3.48,16.8,,,
   120 g
  Велком Карбонад,126,10.5,,0,,,8.4,,,
   70 g
  ВкусВилл Сало ,240,24.5,24.5,0.5,,,4,,,
"   1/2 x 100г, 50 g"
  Коркунов Конфеты,279,17.8,,25.3,,,3.35,,,
"   1/2 x 100г, 50 g"
  Marabou Daim,216,12.6,7.2,23.6,0.68,23.2,1.6,0.21,,
   40 g
 Snacks/Other,374,8,,62.65,,,24,25,1,
  Ultimate Nutrition  Протеин Iso Sensation 93,65,0,,0.5,,,15,25,1,
"   1/2 x 1 совок, 16 g"
"  Молоково Молоко 3,2%",150,8,,11.75,,,7.5,,,
"   2 1/2 x 100мл, 250 ml"
  Седьмой континент Хурма,159,0,,50.4,,,1.5,,,
"   3 x 100г, 300 g"

"Wednesday, January 27, 2021",1816,45.65,,237.73,,4.35,98.5,,,
 Breakfast,428,10.5,,67.08,,,10.78,,,
  Макси Блины,380,6,,66,,,10,,,
"   2 x 100г, 200 g"
  Сметанин Сметана 15%,48,4.5,,1.08,,,0.78,,,
   30 g
 Lunch,689,11.15,,99.05,,4.35,42.72,,,
  Окей Печень Говяжья,126,3.7,,5.3,,,17.9,,,
"   100г, 100 g"
  La Molisana Макароны Твердых Сортов,514,3.75,,93.75,,4.35,21,,,
"   1 1/2 x 100г, 150 g"
  Монастырский Двор Сыр,49,3.7,,0,,0,3.82,,,
   15 g
 Dinner,293,24,,11,,,9,,,
  Кухня на Районе Солянка,293,24,,11,,,9,,,
"   1 порция, 350 g"
